歼-16战机#发动机#AL-31F涡扇发动机
Ki-49吞龙轰炸机#发动机#2台中岛Ha-109风冷式发动机(1520匹马力)
Ho 229战斗机#发动机#2×容克 Jumo 004B 涡轮喷射发动机， 8.7 kN（1956 lbf）
1MF/10式舰上战斗机#发动机#1台300马力三菱Hi V-8型冷液型引擎
He100战斗机#发动机#DB601水冷式发动机(1175匹马力)
Me-262战斗机#发动机#2台Junkers Jumo 004B-1 turbojets， 8.8 kN（1980 lbf）
A7M烈风战斗机#发动机#1台三菱MK9A18气缸空冷星型引擎 (2200匹马力)
Ta 152战斗机#发动机#Jumo213E-1 12缸液冷发动机
Me P.1101战斗机#发动机#亨克尔 HeS 011A 涡轮喷射发动机（静止推力1300kg）
Me 210战斗机#发动机#2台1020KW Daimler-Benz DB601F
Me 209战斗机#发动机#B 601ARJ发动机
F-2战斗机#发动机#1台奇异F110-IHI-129 涡轮扇发动机
斯帕德S．Ⅶ#发动机#伊斯帕诺-絮扎HS 8Aa发动机，输出功率134千瓦（150马力）
J5N天雷双发重型战斗机#发动机#两具中岛NK9H誉21型18气缸星型风冷式引擎（2000匹马力）
J4M·极电（闪电）局地战斗机#发动机#1台三菱HA43-41型复列星型气冷18缸发动机
ATD-X心神试验机#发动机#2台IHI XF5-1发动机
S1A电光Denko夜间战斗机#发动机#两台中岛NK9K誉二二型十八气缸复列星型引擎(2000匹马力)
He 112战斗机#发动机#容克斯Jumo210水冷式发动机(700匹马力)
Ta 183战斗机#发动机#Heinkel HeS 011 涡轮喷射发动机， 每个 13 kN（2700 lbf）
NE-12B橘花攻击机#发动机#Ne-20型 轴流式喷射发动机（静止推力475 kg）
A6M零式战机#发动机#荣一二型
N1K1-J 紫电局地战斗机#发动机#1台中岛誉 NK9H 星形发动机，1850马力（1380千瓦）
F-15J战斗机#发动机#2台F100-PW/IHI-100（10600千克×2）
N1K4-J紫电改三二型试作机#发动机#“誉二一型”（1990马力）
A1N三式舰上战斗机#发动机#一台中岛寿二型风冷式发动机（450匹马力）
脉冲喷射发动机推进式自杀攻击机#发动机#静推力300kg [ カ ] 10型 脉冲喷射发动机 ×1
A5M/96式舰载战斗机#发动机#一具中岛寿41型风冷式发动机（710匹马力）
狂风战斗机#发动机#2台199-34R MK 103涡轮风扇后燃式发动机
九试单座战斗机#发动机#600马力寿5型9汽缸星型引擎
F-1战斗机#发动机#IAI制TF40-IHI-801A涡轮扇发动机两台 出力22.8仟牛顿（普通）、32.5仟牛顿（后燃器启动）
1MF10 七试舰上战斗机#发动机#A-4星型14汽缸星型引擎，570马力
Ki-61飞燕/三式战斗机#发动机#川崎 ハ-40 倒V型12缸液冷活塞引擎（1175 HP）
Ki-44钟馗/2式单座战斗机#发动机#中岛Ha-109（1500马力）
Ki-60试作战斗机#发动机#标称1100马力 德国DB601A V型液冷12缸发动机 ×1
89式舰上攻击机#发动机#水冷式发动机(650匹马力)
F-16XL战隼战斗机#发动机#普惠 F100-PW-200涡轮扇引擎
Ki-64试作战斗机#发动机#川崎HA72-11（HA201）串联V型液冷24缸发动机 ×1
Me 329战斗机#发动机#2台戴姆勒-奔驰DB 603，2610千瓦（3500马力）
Ki-27/97式战斗机#发动机#中岛Ha-1乙型九汽缸空冷式发动机（610匹马力）
Ki-84疾风/四式战斗机#发动机#中岛ハ-45 一一型 (前期)、二一型 (后期)
雅克-38战斗机#发动机#R-28升举/推进喷射发动机，RD-38升举喷射发动机
雅克-38战斗机#发动机#一台R-28升举/推进喷射发动机(推力=66.7kN)，2台RD-38升举喷射发动机(各自推力=31.9kN)
米格-1战斗机#发动机#一台水冷式发动机(1350匹马力)
Ki-96试作双发战斗机#发动机#标称1350马力   三菱4式（HA112-2）复列星型气冷14缸发动机
雅克-25战斗机#发动机#两台图曼斯基PД-9Б涡轮喷气发动机
Ki-98试作战斗袭击机#发动机#标称2207马力   三菱HA43-11复列星型气冷18缸发动机 ×1
Ki-94-1高高度战斗机#发动机#标称2200马力   HA211复列星型气冷18缸发动机
Ki-93试作袭击机#发动机#标称2130马力 三菱HA214复列星型气冷18缸发动机 ×2
J1N1-S月光夜间战斗机#发动机#荣二一型
Ki-94-2高高度战斗机#发动机#标称2350马力   中岛HA219复列星型气冷18缸发动机
Ki-83远距离战斗机#发动机#标称1720马力 三菱HA43-11型复列星型气冷18缸发动机 ×2
Ki-87试作高高度战斗机#发动机#标称2350马力 中岛HA44-12复列星型气冷18缸发动机
Ki-109试作特殊防空战斗机#发动机#标称1870马力  三菱4式（HA104）复列星型气冷18缸发动机
Ki-10/95式战斗机#发动机#一部水冷式发动机(850匹马力)
Ki-100/五式战斗机#发动机#标称1350马力    三菱4式（HA112-2）复列星型气冷14缸发动机
雅克-28战斗机#发动机#两台图曼斯基R-11AF-2-300
Ki-108试作高高度战斗机#发动机#标称1350马力 三菱HA112-2复列星型气冷14缸发动机
P1Y2-S/极光夜间战斗机#发动机#2具三菱重工制火星25型风冷式发动机(1850匹马力)
“管鼻燕”式舰载战斗机#发动机#一台 1300 马力 Rolls-Royce Merlin 30 发动机
雅克-15战斗机#发动机#1 台PД-10型喷气式发动机 （ 推力8.82千牛）
Ki-102/四式战斗袭击机#发动机#标称1350马力 三菱4式（HA112-2）复列星型气冷14缸发动机
F4U 海盗式战斗机#发动机#帕拉特-惠特尼双黄蜂发动机18缸星型发动机
喷火战斗机（Spitfire）#发动机#劳斯莱斯梅林(灰背隼) 66
弯刀战斗机（Scimitar）#发动机#两台劳斯莱斯Avon涡轮发动机
Gloster Meteor“流星”战斗机#发动机#Rolls-Royec Derwent8涡轮喷气发动机
雅克-141战斗机#发动机#R-79(推进/升举)×1+RD-41(升举)×2
CR.32战斗机#发动机#飞雅特 A30 RA-bis V12 ，每个 447 kW（600匹马力）
萤火虫舰载战斗机（Fairey  Firefly）#发动机#1× 劳斯莱斯格里芬 IIB液冷式V12发动机，1730马力（1290千瓦）
Gamecock“斗鸡”式战斗机#发动机#风冷式木星6型发动机
B7A流星舰上攻击机#发动机#1× 中岛NK9C誉12 18缸气冷星型发动机，1360千瓦（1825马力）
大鹏战斗机（Roc）#发动机#一台Bristol Perseus XII 星形活塞式发动机，900匹马力（670千瓦）
CW-21战斗机#发动机#一台莱特旋风式R-1820-G5风冷式发动机(850匹马力)
苍穹(Westland Welkin)战斗机#发动机#2台罗尔斯·罗伊斯隼(Merlin)式航空发动机
狂怒(Hawker Fury)战斗机#发动机#1台劳斯莱斯Kestrel的四V12发动机，640马力（477千瓦）
无畏式战斗机（Defiant）#发动机#1×劳斯莱斯 灰背隼III 型 (Merlin III) 十二缸液冷 V 型引擎，每个 1030 马力（780 千瓦）
飓风战斗机（Hurricane)#发动机#1×劳斯莱斯梅林XX 液冷V-12，1185匹马力（883千瓦）
蚋式（Folland Gnat）教练/战斗机#发动机#1× 布里斯托尔-西德利奥菲斯 701-01 涡喷发动机
鹰-75战斗机#发动机#一具惠普R-1830-13双黄蜂  空冷式发动机
海怒战斗机（Hawker Sea Fury）#发动机#1× 布里斯托尔半人马座18 18缸双列星形发动机
德哈维兰大黄蜂（Hornet）战斗机#发动机#两台Rolls-Royce Merlin 130/131活塞发动机，功率 2*2070马力
B-24“贼鸥”（Skua）式战斗轰炸机#发动机#1台布里斯托尔 “英仙座（Perseus）” XII 星型发动机 890 马力 (675 千瓦)
雅克-3战斗机#发动机#一台M105—CP—2型水冷发动机
英俊战士（Beaufighter）重型战斗机#发动机#布里斯托尔“大力神”XI
暴风式(Tempest)战斗机#发动机#1台“佩刀2”（SABREII）发动机
雅克-1战斗机#发动机#一台M-105R液冷V型十二汽缸发动机
骆驼战斗机（Sopwith Camel）#发动机#1台Clerget 9B 9缸转子发动机，130马力（97千瓦）
Me 410大黄蜂战斗机#发动机#2台戴姆勒－朋驰 DB 603A 液冷式V12型发动机
伊-15战斗机#发动机#M25发动机
福克E．Ⅲ战斗机#发动机#一台奥巴沃才尔空冷发动机
Re.2000战斗机#发动机#比亚齐PXI-R.C40风冷式发动机(986匹马力)
Bf 110铁面战斗机#发动机#两台DB 601F发动A
Me 163战斗机#发动机#一台华特HWK 109-509A-2箭发动机
福克D.VII战斗机#发动机#一台梅塞德斯D.III aü发动机
Dr.I战斗机#发动机#1台9缸卧式星形发动机
雅克-23战斗机#发动机#一台克里莫夫RD-500发动机，推力为15.6千牛
雅克-7战斗机#发动机#一台水冷式发动机(1050匹马力)
雅克-17战斗机#发动机#一台рд-1оa型喷气式发动机
雅克-9战斗机#发动机#1台Klimov M-105PF 液冷机械增压 V型12缸发动机
I-330/苏-1战斗机#发动机#克里莫夫 M-105引擎 水冷双涡轮增压V12引擎
米格-27/鞭挞者-D 战斗机#发动机#一台R-29喷射发动机(推力=78.5kN/112.8kN)
Re.2002战斗机#发动机#比亚齐P.XIX RC 45风冷式发动机(1175匹马力)
Re.2005战斗机#发动机#DB605水冷式发动机(1475匹马力)
Re.2001战斗机#发动机#DB601水冷式发动机(1175匹马力)
伊-16战斗机#发动机#M-25发动机
Me 209-II战斗机#发动机#1个DB 603G发动机 （1397千瓦）
米格-35战斗机#发动机#克里莫夫RD-33MK加力涡扇发动机
AUT.18战斗机#发动机#飞雅特A80RC41风冷式发动机
伊尔-10攻击机#发动机#一台MikulinAM-42活塞发动机
米格-9#发动机#2具RD-20A喷射发动机
Ba.27战斗机#发动机#阿尔发·罗密欧“水星”IVA九缸星型气冷发动机
米格-31战斗机#发动机#Д-30Ф6涡轮扇叶发动机
PZL P.1战斗机#发动机#630马力 法国 Hispano-Suiza 12Lb 12缸水冷发动机 ×1
CR.42-箭式战斗机#发动机#飞雅特A74RC38风冷式发动机
米格-3#发动机#米库林 AM-35A 液冷 V-12
G.91战斗机#发动机#英国制喷射发动机
G.55-人马座战斗机#发动机#戴姆勒-奔驰DB605发动机
PZL P.6战斗机#发动机#480马力 英国 Bristol Jupiter　VI FH 9缸风冷发动机 ×1
PWS-10战斗机#发动机#478马力法国Lorraine-Dietrich LD-12Eb 12缸水冷发动机 ×1
CR.32-箭式战斗机#发动机#飞雅特 A30 RA-bis V12发动机
He 162战斗机#发动机#一台BMW 003E-1喷射发动机
G.50-箭式战斗机#发动机#飞雅特A74RC38风冷式发动机
MC.205-雷电战斗机#发动机#DB605水冷式发动机
I-153“海鸥”战斗机#发动机#M-62活塞式气冷发动机， 推力为1000匹马力
米格-23战斗机#发动机#R-35-300 带加力涡轮喷气式发动机
MC.202-雷电战斗机#发动机#DB601A水冷式发动机
PZL P.11战斗机#发动机#600~630马力 PZL英式Bristol Mercury V S2 或 Mercury VI S2 9缸风冷发动机 ×1
米格-17战斗机#发动机#VK-1A
米格-21战斗机#发动机#1台RF13-300（P25）涡轮喷气发动机
苏-37战斗机#发动机#Lyulka AL-37FU涡轮喷射引擎
米格-19战斗机#发动机#图曼斯基RD-9B或RD-9BF-811 带加力涡轮喷气式发动机
MC.200-雷电战斗机#发动机#飞雅特A74RC38风冷式发动机
PZL P.7战斗机#发动机#520马力 英国 Bristol Jupiter VII F 9缸风冷发动机 ×1
拉-5战斗机#发动机#汽缸喷射式气冷发动机，1850马力
La-9战斗机#发动机#一具风冷式发动机（1850匹马力）
拉格-3战斗机#发动机#一台Klimov M-105PF活塞发动机，功率1180马力
苏-15战斗机#发动机#Tumansky R-13F2-300 涡轮喷气发动机
纽堡17战斗机#发动机#一台鲁隆空冷发动机，最大功率110马力
I-270战斗机#发动机#一台火箭发动机(推力=14.2kN)
苏-47金雕式战斗机#发动机#2具土星公司AL-41F型涡扇发动机 带后燃器、数码控制推力向量
拉格-1战斗机#发动机#一台水冷式M-105发动机(1100匹马力)
苏-17攻击机#发动机#AL-21F-3喷射发动机
PZL P.24战斗机#发动机#930马力 PZL法式 Gnome et Rh?ne 14K IIc32 风冷发动机 ×1
La-11战斗机#发动机#一台ASh-82FN 活塞发动机
拉-7战斗机#发动机#汽缸喷射式气冷发动机，1850马力
CL-1200/X-27枪骑兵#发动机#普拉特·惠特尼TF30-P-100涡轮风扇发动机
霍克II战斗机#发动机#赖特r - 1820 - 78
F-19战斗机#发动机#两台通用电子公司 F404-GE-100A 涡轮引擎
AMCA战斗机#发动机#GTX Kaveri涡扇发动机
F2A水牛战斗机#发动机#莱特R-1820-40型9缸星型气冷发动机
纽波特17战斗机#发动机#1× 乐罗纳9JA 9缸转子发动机 ，82千瓦（110马力）
F-15SE沉默鹰式战斗机#发动机#二具普惠F-100-229后燃式涡轮扇(涡轮风扇)
幻影4000战斗机#发动机#两台SNECMA公司的M53涡轮风扇发动机
F-20虎鲨战斗机#发动机#1具通用电气F404-GE-100涡扇发动机
斯帕德VII战斗机#发动机#伊斯帕诺-絮扎HS 8Aa发动机，输出功率134千瓦（150马力）
P-36战斗机#发动机#一具惠普R-1830-13双黄蜂 空冷式发动机
XF-103战斗机#发动机#一具莱特公司生产的XJ67-W-3涡轮发动机
P-43枪骑兵战斗机#发动机#1X普拉特－惠特尼R-1830-57空冷星型发动机，1，180马力
F9C战斗机#发动机#莱特R-975-22星型引擎
XF13C战斗机#发动机#Wright SGR-1510发动机
米格-1.44战斗机#发动机#2具АL-41F涡轮扇发动机（具备向量推进功能）
XF-85小鬼式战斗机#发动机#一部J-34喷射发动机
JAS 39鹰狮战斗机#发动机#一台富豪航空公司RM12涡轮风扇发动机
P-26战斗机#发动机#普惠R-1340发动机
YF-17战斗机#发动机#奇异YJ101-GE-100 涡轮发动机
YF-23战斗机#发动机#普惠YF119 涡轮扇发动机
XF-108轻剑战斗机#发动机#2台通用动力 YJ93-GE-3AR后燃涡轮喷气
Saab-35龙战斗机#发动机#动力RM6C涡喷机
YF-12战斗机#发动机#2台普惠（Pratt & Whitney）公司JTD11D-20A高旁通比有后燃器涡轮喷射发动机
IDF战斗机#发动机#2台TFE1042涡轮风扇发动机
F-CK-1经国号战斗机#发动机#TFE-1042-70（美军编号
F-15 S/MTD试验机#发动机#2个普惠 F-100-PW-200涡轮风扇引擎，并具有普惠20度二维向量推进喷嘴，可反转推力
X-35验证机#发动机#一台普惠 F119-SE611 发动机
XF5F战斗机#发动机#2×怀特XR-1820-40/42 9缸星型气冷发动机，1200马力
里尔35#发动机#两台格莱特TFE731-2(Garrett TFE731-2)喷射扇叶发动机
AJ/A-2“野人”#发动机#两台普-惠R-2800-44W星形发动机，一台阿里逊J33-A-10涡轮喷气式发动机
A4D和A/TA-4“天鹰”#发动机#普-惠J52-P-6发动机
A-10“雷电II”#发动机#两台通用电气TF34-GE-100发动机
OV-10“野马” 空中前进控制机/近距离空中支援机#发动机#两台盖瑞特（Garrett）J76-G-416发动机
A-5/RA-5“民团团员” 轰炸机/侦察机#发动机#两台通用电气J79-GE-10发动机
AD/A-1“空中袭击者”#发动机#莱特R-3350-26WB发动机
沃特(N-G)A-7“海盗Ⅱ”#发动机#TF41-A-2
AM“拳师”攻击机#发动机#普-惠R-3350-4发动机
A-6“入侵者”攻击机#发动机#两台普-惠J52-P-8B发动机
超级军旗攻击机#发动机#一台SNECMA 8K-50涡轮喷气发动机
英国航宇 FRS.51喷气式战斗攻击机#发动机#单台罗尔斯•罗伊斯“飞马”矢量推力涡轮风扇发动机
AU-24“公马”攻击机#发动机#普-惠（UACL）PT6A-27发动机
13式舰上攻击机#发动机#水冷式发动机(650匹马力)
神龙特殊攻击机#发动机#两台“三菱”固体燃料“特吕一号”（特呂一号）火箭（“Tokuro－1”，每台330lbf）
Hs 129攻击机#发动机#G.R.14M型14缸气冷发动机
B5N/97式1号舰上攻击机#发动机#1× 中岛荣 11 型发动机 ，750千瓦（1000马力）
Ki-115甲剑特殊攻击机#发动机#标称1100马力 中岛1式（HA115）复列星型气冷14缸发动机
M6A1 晴岚攻击机#发动机#爱知‘热田’三二型 12汽缸倒V型液冷式活塞引擎
AT-3高级教练/轻攻击机#发动机#盖瑞特（Garrett）公司TFE731-2-2L无后燃器涡轮喷射发动机，每具最大输出3500磅（15.6 kN）
B5M/97式2号舰上攻击机#发动机#三菱“金星”四三型星形复列14汽缸气冷引擎，1075匹马力（2000米状态出力）
A-17/A-33#发动机#普-惠R-1535-13双“小黄蜂”发动机
G4M/一式陆上攻击机#发动机#2× 三菱MK4A-11 “化成”14缸星形发动机 ，1141千瓦（1530马力）
B7A流星舰上攻击机#发动机#中岛NK9C誉一二型十八气缸复列星型引擎（1825匹马力）
夕号试作特殊攻击机#发动机#500马力汽油内燃机
伊尔-2攻击机#发动机#Mikulin AM-38F 液冷机械增压 V型12缸
苏-25攻击机#发动机#2×联盟/加夫里洛夫R-195 涡轮喷气发动机
AV-8海鹞II式攻击机#发动机#劳斯莱斯飞马105 推力向量 涡扇引擎
强-5/番摊（Fantan)#发动机#黎明 涡喷-6A 涡轮喷气发动机
JH-7/FBC-1/歼轰-7/飞豹#发动机#2具涡扇九型（秦岭）涡轮扇发动机（英国Spey Mk202发动机授权生产型），附后燃器
A-37蜻蜓式攻击机#发动机#2部J85-GE-17A喷射发动机
美洲虎攻击机#发动机#劳斯莱斯RT172×2 或Adour102型×2
SB2A“海盗”侦察轰炸机#发动机#莱特R-2600-8“旋风”发动机
A3D/A-3“空中战士”#发动机#两台普-惠J57-P-10发动机
寇蒂斯H-12/16#发动机#两台自由12发动机
波音B-17单翼重型轰炸机#发动机#四台莱特R-1820-97“旋风”发动机
图-22M“逆火 MRA轰炸机和电子战飞机#发动机#两具库兹涅佐夫NK-25涡扇发动机
寇蒂斯R系列鱼雷轰炸机#发动机#自由12A发动机
图-95/图-142“熊” 远程轰炸机和海上侦察攻击机#发动机#四具库兹涅佐夫NK-12MV型涡轮螺旋桨发动机
B-52H远程轰炸机#发动机#8具普惠TF33-P-3/103型涡扇发动机
波音B-29“超级空中堡垒”#发动机#四台莱特R-0350-23“旋风”发动机
波音B-9单翼轰炸机#发动机#两台普-惠R-1860-11“大黄蜂”发动机
B/RB-47“同温层喷射”#发动机#六台通用电气J47-GE-25A
西飞轰-6中型轰炸机#发动机#2具涡喷8 涡轮喷射发动机
TBY/TBU“海狼”#发动机#普-惠R-2800-6“双黄蜂”发动机
F8F“熊猫”战斗轰炸机#发动机#普-惠R-2800-34W“双黄蜂”发动机
SBD“无畏式”#发动机#莱特R-1820-66“旋风”9发动机
图-160“海盗旗” 远程轰炸机#发动机#四台库兹涅佐夫NK-32涡扇发动机
“堪培拉” 轰炸机/入侵飞机/侦察机#发动机#两台罗尔斯·罗伊斯Avon206涡轮喷气发动机；
